UJ	A826	25.02.2010	yes	13.05.2011	UJ	TL new			
UJ	A827	25.02.2010	yes	10.11.2011	UJ	TL new			
UJ	A828	25.02.2010	yes	10.11.2011	UJ	TL new			
UJ	A829	25.02.2010	yes	10.11.2011	UJ	TL new			
LT	A830	28.02.2010	yes	1.1.2011	AP	Cas ta56 X AB	cas	cas	
LT	A831	28.02.2010	yes	1.1.2011	AP	Cas ta56 X AB	cas	cas	
LT	A832	28.02.2010	yes	23.02.2012	AP	Oep tz257 X AB	oep tz257	oep tz257	
LT	A833	28.02.2010	yes	23.02.2012	AP	Oep tz257 X AB	oep tz257	oep tz257	
SY	A834	28.02.2010	yes	12.04.2011	AP	Oep m134 X AB	oep m134	oep m134	
SY	A835	28.02.2010	yes	12.04.2011	AP	Oep m134 X AB	oep m134	oep m134	
MG	A836	03.03.2010	yes	20.07.2011	MG	Dicrr*AB			
MG	A837	03.03.2010	yes	20.07.2011	MG	Dicrr*AB			
ZL	A838	23.03.2010	Yes	21.02.2011	TB	din m84 x AB	din	din	
ZL	A839	23.03.2010	Yes	21.02.2011	TB	din m84 x AB	din	din	
ZL	A840	23.03.2010	Yes	21.02.2011	TB	din m84 x AB	din	din	
TB	A841	23.03.2010	Yes	21.02.2011	TB	ntl b160 x AB			
TB	A842	23.03.2010	YES	05.06.2012	TB	ntl b160 x AB			
TB	A843	23.03.2010	YES	05.06.2012	TB	ntl b160 x AB			
MG	A844	26.03.2010	yes	11.02.2011	MG	TOL-1111-F-EGFP-nos3’UTR (+/-) / Tol-1111-7A-DsRed-3’UTRnos 			
EM	A845	07.04.2010	Yes	27.02.2012	EM	ody J149+/-;Tol-IIII-EGFP-3’UTR	ody	ody 24	
EM	A846	08.04.2010	Yes	14.07.2011	EM	ody J149-/- x AB	ody	ody	
KW	A847	08.04.2010	YES	01.04.2012	JB	weg +/- x AB	weg	weg	
SB/MR	A848	16.04.2010	Yes	17.01.2012	SB/MR	hs:sdf1a +/+;tol-1111-EGFP-nos +/+		10	
SB/MR	A849	16.04.2010	Yes	17.01.2012	SB/MR	hs:sdf1a +/+;tol-1111-EGFP-nos +/+		10	
HM	A850	22.04.2010	Yes	15.05.2010	HM	Tol-1111-7A-DsRed-3’UTRnos			
KW	A851	27.04.2010	YES	01.04.2012	JB	weg +/- x AB	weg	weg	
UJ	A852	29.04.2010	yes	28.09.2011	UJ	cldb-GFP			
UJ	A853	29.04.2010	yes	28.09.2011	UJ	cldb-GFP			
MR	A854	30.04.2010	yes	24.02.2012	MR	TOL-1111-EGFP-actin-nos1 3’UTR			
MR	A855	30.04.2010	Yes	26.04.2011	MR	TOL-1111-EGFP-actin-nos1 3’ UTR 3			
UJ	A856	06.05.2010	yes	28.09.2011	UJ	cldb-GFP			
UJ	A857	06.05.2010	yes	25.05.2012	UJ	cldb-GFP			
UJ	A858	06.05.2010	yes	25.05.2012	UJ	cldb-GFP			
MR	A859	20.05.2010	yes	02.05.2012	MR	TOL-1111-EGFP-actin-nos1 3’ UTR 3			
MR	A860	20.05.2010	YES	20.05.2012	MR	TOL-1111-EGFP-actin-nos1 3’ UTR 3			
MR	A861	20.05.2010	yes	02.05.2012	MR	TOL-1111-EGFP-actin-nos1 3’ UTR 3			
HM	A862	03.06.2010	YES	03.06.2012	HM	Tol-1111-7A-DsRed-3’UTRnos			
HM	A863	03.06.2010	YES	03.06.2012	HM	Tol-1111-7A-DsRed-3’UTRnos			
EM	A864	10.06.2010	YES	01.06.2012	EM	AB			
MoG	A865	10.06.2010	Yes	21/02/2011	MoG	AB			
HM	A866	21.06.2010	YES	20.04.2012	HM	flk1 EGFP:Dsred nos1			
HM	A867	21.06.2010	YES	20.04.2012	HM	Fflk1 EGFP:Dsred nos1			
JW	A868	01.07.2010	YES	30.11.2012	EK	Tol2-KopPr-RacFRET-YPet-nos x AB		12	
UJ	A869	15.07.2010	yes	15.03.2012	UJ	AB			
UJ	A870	15.07.2010	yes	15.03.2012	UJ	AB			
UJ	A871	15.07.2010	yes	15.03.2012	UJ	AB			
MoG	A872	12.07.2010	Yes	15.04.2012	MoG	MZoep			
JvdB	A873	14.07.2010	YES	20.11.2010	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
KT	A874	20.07.2010	yes	19.05.2011	KT	Tol1111-RubiLife_actcryDsRed			
JvdB	A875	21.07.2010	YES	20.11.2010	JvdB	Tol1111.DndFLAG.crydsRed			
JvdB	A876	22.07.2010	YES	20.11.2010	JvdB	Tol1111.DndFLAG.crydsRed			
UJ	A877	21.07.2010	yes	15.03.2012	UJ	AB			
UJ	A878	21.07.2010	yes	15.03.2012	UJ	AB			
UJ	A879	21.07.2010	yes	15.03.2012	UJ	AB			
UJ	A880	21.07.2010	yes	15.03.2012	UJ	AB			
UJ	A881	21.07.2010	yes	15.03.2012	UJ	AB			
UJ	A882	21.07.2010	yes	15.03.2012	UJ	AB			
KW	A883	20.07.2010	yes	14.12.2011	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
KW	A884	20.07.2010	Yes	08.05.2010	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
KW	A885	20.07.2010	YES	23.10.2011	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
KW	A886	20.07.2010	yes	14.11.2011	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
KW	A887	20.07.2010	yes	23.10.2011	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
BM	A888	22.07.2010	yes	15.02.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
TB	A889	23.07.2010	YES	05.10.2011	TB	AB			
JvdB	A890	23.07.2010	YES	20.11.2010	JvdB	Toll1111dnd.gfp.flag.cryDsRed			
BM	A891	27.07.2010	yes	15.02.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
AP	A892	30.07.2010	YES	17.01.2012	AP	flh ak91 X spt b104	flh /spt	flh /spt	
AP	A893	30.07.2010	YES	17.01.2012	AP	flh ak91 X spt b104	flh /spt	flh /spt	
AP	A894	30.07.2010	YES	17.01.2012	AP	flh ak91 X spt b104	flh /spt	flh /spt	
AP	A895	30.07.2010	YES	17.01.2012	AP	flh ak91 X spt b104	flh /spt	flh /spt	
BM	A896	17.08.2010	YES	14.04.2011	BM	med NY054-2 -/-			
KT	A897	03.06.2010	Yes	21.11.2011	KT	Tol1111F-EGFPnos cryDsRed +/-			
BM	A898	02.09.2010	YES	03.04.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
BM	A899	06.09.2010	YES	14.04.2011	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
BM	A900	06.09.2010	YES	14.04.2011	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
BM	A901	07.09.2010	YES	03.04.2012	BM	med NY054-2 Tol-kop-EGFP-f-nos			
BM	A902	07.09.2010	YES	03.04.2012	BM	med NY054-2 Tol-kop-EGFP-f-nos			
BM	A903	09.09.2010	YES	03.04.2012	BM	med NY054-2 Tol-kop-EGFP-f-nos			
BM	A904	10.09.2010	yes	26.10.2012	BM	med NY054-2 -/- TBC 			
BM	A905	10.09.2010	yes	26.10.2012	BM	med NY054-2 -/- TBC 			
BM	A906	10.09.2010	YES	11.07.2011	BM	med NY054-2 -/- TBC 			
BM	A907	10.09.2010	YES	11.07.2011	BM	med NY054-2 -/- TBC 			
BM	A908	10.09.2010	YES	11.07.2011	BM	med NY054-2 -/- TBC 			
BM	A909	11.09.2010	YES	20.07.2011	BM	med NY054-2 x Tol-1111-F-EGFP-nos cry-DsRed			
BM	A910	11.09.2010	YES	14.04.2011	BM	med NY054-2 x Tol-1111-F-EGFP-nos cry-DsRed			
BM	A911	11.09.2010	YES	14.04.2011	BM	med NY054-2 x Tol-1111-F-EGFP-nos cry-DsRed			
KW	A912	20.07.2010	YES	23.10.2011	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
DH	A913	03.09.2010	YES	05.10.2011	TB	ZFN dazl set1	dazl	dazl	
MR	A914	23.09.2010	YES	23.09.2012	MR	TOL-1111-EGFP-myo-nos1 3’UTR			
MR	A915	23.09.2010	Yes	13.12.2011	MR	TOL-1111-EGFP-myo-nos1 3’UTR			
JvdB	A916	27.09.2010	yes	14.07.2011	JvdB	Tol1111.Dndy104c.FLAG.GFP.dnd3’UTR			
JvdB	A917	27.09.2010	yes	12.11.2012	JvdB	Tol1111.Dndy104c.FLAG.GFP.dnd3’UTR			
EM	A918	23.09.2010	yes	25.05.2012	EM	Clo			
MG	A919	25.09.2010	YES	01.05.2012	MG	kop.7a.DsRed+/-  * Dicer+/-			
KW	A920	28.09.2010	YES	08.05.2010	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
KW	A921	28.09.2010	Yes	08.05.2010	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
EM	A922	05.10.2010	yes	25.05.2012	AP	Clo	clo	clo	
BM	A923	06.10.2010	Yes	03.04.2012	BM	med NY054-2 -/- TBC 			
BM	A924	06.10.2010	Yes	03.04.2012	BM	med NY054-2 -/- TBC 			
MG	A925	11.10.2010	YES	01.05.2012	MG	Dicer/Kop.EGFP.F.nos Cry DsRed			
MG	A926	11.10.2010	YES	01.05.2012	MG	Dicer/Kop.EGFP.F.nos Cry DsRed			
JH	A927	12.10.2010	Yes	01.11.2010	JH	flk1:EGFP ,gata1:dsRed  			
JvdB	A928	14.07.2010	YES	12.11.2012	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
JvdB	A929	14.07.2010	YES	16.01.2011	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
JvdB	A930	14.07.2010	YES	16.01.2011	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
JS	A931	03.11.2010	yes	01.11.2012	SB	Tol1111-DsRedEx-nos x AB		2	
JS	A932	03.11.2010	yes	03.01.2012	SB	Tol1111-DsRedEx-nos x AB		2	
JS	A933	03.11.2010	yes	03.01.2012	SB	Tol1111-DsRedEx-nos x AB		2	
JvdB	A934	04.11.2010	YES	18.02.2011	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
JvdB	A935	04.11.2010	YES	04.11.2012	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
JvdB	A936	04.11.2010	yes	16.01.2011	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
JvdB	A937	04.11.2010	yes	14.07.2011	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
SB	A938	09.11.2010	yes	29.11.2012	SB	Hs:Sdf1a +/+		10	
SB	A939	09.11.2010	yes	05.09.2012	SB	Hs:Sdf1a +/+		10	
SB	A940	09.11.2010	yes	05.09.2012	SB	Hs:Sdf1a +/-		10	
SB	A941	09.11.2010	yes	29.11.2012	SB	Hs:Sdf1a +/-		10	
KW	A943	20.07.2010	YES	08.05.2010	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
KW	A944	20.07.2010	YES	08.01.2012	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
JvdB	A945	12.11.2010	YES	16.01.2011	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
JvdB	A946	12.11.2010	yes	20.10.2010	JvdB	TL			
JH	A947	11.11.2010	Yes	28.01.2011	JH	flk1:EGFP ,gata1:dsRed  			
BM	A948	18.11.2010	Yes	10.08.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
JvdB	A950	17.11.2010	yes	21.02.2010	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
JvdB	A951	30.11.2010	yes	21.02.2010	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
JH	A952	12.10.2010	Yes	20.12.2010	JH	flk1:EGFP 			
BM	A953	24.11.2010	YES	05.01.2011	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
KT	A954	23.11.2010	yes	18.09.2012	KT	Tol1111RubiLife-act-trtd7:cryDsRed			
KT	A955	23.11.2010	yes	18.09.2012	KT	Tol1111RubiLife-act-trtd7:cryDsRed			
KT	A956	23.11.2010	yes	18.09.2012	KT	Tol1111RubiLife-act-trtd7:cryDsRed			
MR	A957	26.11.2010	yes	06.10.2011	MR	TOL-1111-EGFP-actin-nos1 3’ UTR 3 x AB			
MR	A958	26.11.2010	Yes	13.12.2011	MR	TOL-1111-EGFP-actin-nos1 3’ UTR 3 x AB			
BM	A959	1.12.2010	Yes	10.08.2012	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A960	1.12.2010	Yes	10.08.2012	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A961	1.12.2010	Yes	10.08.2012	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A962	1.12.2010	Yes	10.08.2012	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A963	1.12.2010	Yes	10.08.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
BM	A964	1.12.2010	Yes	10.08.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
BM	A965	2.12.2010	YES	19.12.2010	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
BM	A966	2.12.2010	YES	18.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
FS	A967	7.12.2010	YES	07.12.2012	FS	HuC-GFP			
JvdB	A968	7.12.2010	YES	21.02.2010	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred x Tol-1111-EGFP-F-nos3’UTR			
JvdB	A969	7.12.2010	YES	30.12.2010	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
MoG	A970	28.12.2010	Yes	15.4.2012	MoG	Tol1111.mCherry.CAAX.nos3'UTR/cmlc-GFP		33	
MoG	A971	02.01.2011	Yes	15.04.2012	MoG	kop-F-EGFP-nos3’UTRcryDsRed/Tol-kop-DsRedEx-nos3’UTR		11	
BM	A972	29.12.2010	Yes	10.08.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
BM	A973	29.12.2010	YES	14.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A974	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A975	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A976	29.12.2010	YES	10.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A977	29.12.2010	YES	14.04.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A978	29.12.2010	YES	14.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A979	29.12.2010	YES	10.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A980	29.12.2010	YES	14.04.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A981	29.12.2010	YES	10.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A982	29.12.2010	YES	10.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A983	29.12.2010	YES	10.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A984	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A985	29.12.2010	YES	14.04.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A986	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A987	29.12.2010	YES	14.04.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A988	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A989	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A990	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A991	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A992	29.12.2010	YES	10.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A993	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A994	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A995	29.12.2010	YES	14.01.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
BM	A996	29.12.2010	YES	20.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
KT	A997	06.01.2011	YES	03.05.2013	SB	Hs::sdf1a +/- ; Tol-1111-F-EGFP-nos3’UTR cry-DsRed +/-		10 /24	
KT	A998	06.01.2011	YES	03.05.2013	SB	Hs::sdf1a +/- ; Tol-111110-F-EGFP-nos3’UTR cry-DsRed +/-		10 /24	
UJ	A999	06.01.2011	yes	16.03.2012	UJ	ABxTL			
UJ	B001	06.01.2011	yes	15.03.2012	UJ	ABxTL			
UJ	B002	06.01.2011	yes	25.05.2012	UJ	ABxTL			
UJ	B003	06.01.2011	yes	25.05.2012	UJ	ABxTL			
UJ	B004	06.01.2011	yes	25.05.2012	UJ	ABxTL			
UJ	B005	07.01.2011	yes	25.05.2012	UJ	TL			
UJ	B006	07.01.2011	yes	25.05.2012	UJ	TL			
UJ	B007	07.01.2011	yes	10.01.2013	UJ	TL			
EM	B008	05.01.2011	Yes	06.09.2012	EM	AB			
EM	B009	05.01.2011	Yes	01.08.2013	EM	ody -/- J149	ody	ody	
IS	B010	05.01.2011	Yes	09.01.2013	IS	HB9-gfp (+/-)		8	
IS	B011	05.01.2011	yes	13.01.2012	IS	HB9-gfp (+/-)		8	
IS	B012	05.01.2011	Yes	09.01.2013	IS	HB9-gfp (+/-)		8	
TL	B013	18.01.2011	yes	15.5.2012	DM	Cry:kop-lifeact-EGFP-nos		38	
KT	B014	24.01.2011	yes	26.09.2012	KT	UAS SDF1aWTEGFPactinNos			
TL	B015	12.1.2011	yes	15.5.2011	DM	Cry:kop-lifeact-EGFP-nos		38	
UJ	B016	28.01.2011	yes	14.03.2013	UJ	HK			
UJ	B017	28.01.2011	yes	14.03.2013	UJ	HK			
UJ	B018	28.01.2011	yes	14.03.2013	UJ	HK			
MR	B019	28.01.2011	yes	06.10.2011	MR	TOL-1111-EGFP-actin-nos1			
MR	B020	28.01.2011	yes	13.12.2011	MR	TOL-1111-EGFP-actin-nos1			
MR	B021	28.01.2011	yes	31.10.2011	MR	TOL-1111-EGFP-actin-nos1			
MR	B022	28.01.2011	yes	24.02.2011	MR	mil t273 x AB			
BM	B023	28.01.2011	YES	16.08.2013	BM	med NY054-2 -/-			
BM	B024	28.01.2011	YES	01.06.2011	BM	Medusa x hs::SDF1a			
BM	B025	28.01.2011	Yes	10.08.2012	BM	Medusa x hs::SDF1a			
SY	B026	28.01.2011	yes	16.11.2012	SB	oep m134 x AB	oep m134	oep m134	
SY	B027	28.01.2011	yes	16.11.2012	SB	oep m134 x AB	oep m134	oep m134	
SY	B028	28.01.2011	yes	23.03.2012	SB	oep m134 x AB	oep m134	oep m134	
BM	B029	01.02.2011	YES	01.06.2011	BM	Medusa x hs::SDF1a			
BM	B030	01.02.2011	YES	01.06.2011	BM	Medusa x hs::SDF1a			
BM	B031	01.02.2011	Yes	10.08.2012	BM	Medusa x hs::SDF1a			
JvdB	B032	03.02.2011	Yes	07.02.1013	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
BM	B033	04.02.2011	YES	16.08.2013	BM	med NY054-2 -/-			
BM	B034	10.02.2011	YES	08.07.2011	BM	med NY054-2 -/-			
BM	B035	10.02.2011	yes	26.10.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
BM	B036	10.02.2011	yes	26.10.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
TL	B037	10.2.2011	yes	15.5.2011	DM	Cry:kop-lifeact-EGFP-nos		38	
DM	B038	13.2.2011	yes	21.05.2013	DM	smu-b641 x AB			
DM	B039	21.2.2011	YES	21.5.2013	DM	Spt b104 x AB			
DM	B040	21.2.2011	YES	21.5.2013	DM	Spt b104 x AB			
MG	B041	17.02.2011	YES	01.05.2012	MG	Noi +/- * Noi +/-			
BM	B042	17.02.2011	yes	06.11.2012	BM	med NY054-2 -/-			
JvdB	B043	17.02.2011	yes	07.02.1013	JvdB	Tol1111.kop.DndFLAG.dnd.crydsred			
SB	B044	18.02.2011	yes	23.10.2012	SB	Tol1111.GFP-L10a.nos3’UTR.cryDsRed		35	
KT	B045	21.02.2011	yes	26.09.2012	KT	UAS-SDF1aWTntl:GFPactin_nos:cmlcGFP			
KT	B046	21.02.2011	yes	26.09.2012	KT	UAS-SDF1aAELAntl:GFPactin_nos:cmlcGFP			
LT	B047	22.02.2011	Yes	15.04.2012	MoG	Tol1111.mCherry.CAAX.nos3'UTR/cmlc-GFP		5	
SB	B048	24.02.2011	yes	23.10.2012	SB	Tol1111.GFP-L10a.nos3’UTR.cryDsRed		35	
LT	B051	24.02.2011	YES	23.01.2012	AP	Cas ta56 X AB	cas	cas	
LT	B052	24.02.2011	yes	19.02.2013	AP	Cas ta56 X AB	cas	cas	
LT	B053	24.02.2011	YES	02.04.2012	AP	Cas ta56 X AB	cas	cas	
KW	B054	26.02.2011	YES	01.07.2013	MG	AB(Gra ZFN injected)	gra	gra	
MR	B055	04.04.2011	yes	21.3.2012	MR	mil t273 x AB			
BM	B056	02.03.2011	yes	26.10.2012	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
TB	B057	03.03.2011	yes	21.06.2012	TB	ntl b160 x AB			
TL	B058	03.03.2011	yes	03.03.2013	TB	ntl b160 x AB	ntl	ntl	
ZL	B059	03.03.2011	YES	03.03.2011	TB	dino m84 x AB	din	din	
ZL	B060	03.03.2011	yes	21.06.2012	TB	dino m84 x AB	din	din	
TB	B061	03.03.2011	YES	01.08.2011	TB	ZFNdazl x AB			
JvdB	B062	01.03.2011	Yes	10.04.2013	JvdB	kop.Dnd.gfp.flag.dnd 3’ crydsRed			
BM	B063	08.03.2011	yes	06.11.2012	BM	med NY054-2 -/-			
BM	B064	08.03.2011	YES	01.08.2011	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
TB	B065	03.03.2011	YES	03.03.2013	TB	ntl b160 x AB			
TB	B066	03.03.2011	YES	01.08.2011	TB	ZFNdazl x Tol-1111-EGFP-F-nos-cryDsRed +/+			
DM	B067	9.3.2011	YES	21.5.2013	DM	Smu-b641 X AB			
JvdB	B068	08.03.2011	yes	12.11.2012	JvdB	kop.dndmut(y104c).gfp.flag.dnd 3’ cry dsRed			
MoG	B069	10.03.2011	Yes	15.04.2012	MoG	MZoep			
FS	B070	10.3.2011	yes	10.02.2013	FS	TRIM32 sa0092			
KT/ER	B071	14.3.2011	yes	11.02.2013	KT/ER	ziwi-GFP			
UJ	B072	17.03.2011	yes	25.05.2012	UJ	flh ak 41 x AB			
UJ	B073	17.03.2011	yes	25.05.2012	UJ	flh ak 41x AB			
BM	B074	15.03.2011	YES	01.08.2011	BM	med NY054-2 -/-; Tol-kop-EGFP-f-nos			
MG	B075	16.3.2011	yes	15.04.2011	MG	Noi ta29a* AB			
JvdB	B076	17.03.2011	yes	12.11.2012	JvdB	kop.dndmut(y104c).gfp.flag.crydsRed			
EM	B077	17.03.2011	YES	22.11.2012	EM	ody J149+/-;Tol-IIII-EGFP-3’UTR	ody	ody 24	
EM	B078	17.03.2011	YES	10.03.2013	EM	ody J149-/-;Tol-IIII-EGFP-3’UTR	ody	ody 24	
FS	B079	22.03.2011	YES	10.07.2011	FS	Huc-GFP			
FS	B080	22.03.2011	Yes	22.12.2012	FS	Huc-GFP			
SB	B081	23.03.2011	yes	23.10.2012	SB	Tol1111.GFP-L10a.nos3’UTR.cryDsRed		35	
DM	B082	16.3.2011	yes	21.05.2013	DM	smu-b641 x AB			
UJ	B083	24.03.2011	yes	16.03.2012	UJ	flh ak41 x AB			
UJ	B084	24.03.2011	yes	25.05.2012	UJ	flh ak41 x AB			
UJ	B085	24.03.2011	yes	25.05.2012	UJ	flh ak41 x AB			
JW	B086	29.03.2011	YES	20.03.2013	JB	Tol2-KopPr-RacFRET-YPet-nos x AB		12	
BM	B087	29.03.2011	YES	11.07.2011	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed +/+			
MG	B088	30.03.2011	YES	01.07.2013	MG	Noi ta29a* AB			
KW	B089	31.03.2011	yes	23.3.2013	TB	Tol-1111-EGFP-F-nos-cryDsRed		24	
HM	B090	01.04.2011	yes	29.08.2011	HM	swr ta72 x AB			
JvdB	B091	6.4.2011	YES	19.03.2012	JvdB	kop.Dnd(mut y104c).gfp.flag.dnd 3’UTR, cryDsRed			
MG	B092	06.04.2011	YES	01.07.2013	MG	Noi ta29a*AB			
BM	B093	05.04.2011	yes	26.10.2012	BM	med NY054-2 ; Tol-1111-F-EGFP-nos cry-DsRed			
ER	B094	11.4.2011	yes	05.11.2012	ER	gsc-GFP			
SB	B095	12.04.2011	yes	16.11.2012	SB	Tol1111.GFP-L10a.nos3’UTR.cryDsRed		35	
UJ	B096	13.04.2011	yes	14.05.2013	UJ	cldb-GFP			
UJ	B097	13.04.2011	yes	14.05.2013	UJ	cldb-GFP			
UJ	B098	13.04.2011	yes	14.05.2013	UJ	cldb-GFP			
UJ	B099	13.04.2011	yes	14.05.2013	UJ	cldb-GFP			
UJ	B100	13.04.2011	yes	14.05.2013	UJ	cldb-GFP			
BM	B101	14.04.2011	YES	31.05.2011	BM	med NY054-2 -/- ; Tol-1111-F-EGFP-nos cry-DsRed +/+			
BM	B102	14.04.2011	YES	10.05.2011	BM	med NY054-2 +/-			
ER	B103	20.4.2011	yes	05.11.2012	ER	GSC-GFP			
BM	B104	21.04.2011	yes	26.10.2012	BM	med NY054-2 -/- ; Tol-1111-F-EGFP-nos cry-DsRed +/+			
BM	B105	21.04.2011	yes	06.11.2012	BM	med NY054-2 +/-			
EM	B106	28.04.2011	Yes	21.05.2012	EM	ody-/-J149 x AB	ody	ody	
JvdB	B107	28.04.2011	yes	12.11.2012	JvdB	kop.Dnd.MUT9y104c).gfp.flag.dnd 3’UTR crydsRed			
JvdB	B108	28.04.2011	yes	07.02.1013	JvdB	kop.dnd.gfp.flag.dnd 3’UTR.cryDsREd			
JvdB	B109	28.04.2011	yes	07.02.1013	JvdB	kop.dnd.gfp.flag.dnd 3’UTR.cryDsREd			
AP	B110	03.05.2011	YES	24.10.2012	AP	flk1EGFP:DsRednos1			
AP	B111	03.05.2011	YES	24.10.2012	AP	flk1EGFP:DsRednos1			
AP	B112	03.05.2011	Yes	24.10.2012	AP	flk1EGFP:DsRednos1			
BM	B113	29.04.2011	yes	06.11.2012	BM	med NY054-2 +/-			
DM	B114	04.05.2011	yes	08.08.2011	DM	Founder Cry-kop-EGFP-lifeact.nos			
UJ	B115	04.05.2011	yes	14.05.2013	UJ	cldb-GFP			
UJ	B116	04.05.2011	yes	28.01.2013	UJ	cldb-GFP			
UJ	B117	04.05.2011	yes	03.01.2013	UJ	cldb-GFP			
UJ	B118	04.05.2011	yes	03.01.2013	UJ	cldb-GFP			
AP	B119	02.05.2011	YES	26.09.2013	AP	Sox17-DsRed 		37	
FS	B120	04.05.2011	yes	29.08.2011	FS	swr ta72 x AB			
FS	B121	04.05.2011	yes	29.07.2013	FS	sw 			
FS	B122	04.05.2011	YES	04.05.2013	FS	Kny m818 x AB			
